Kota,Otvorenost,Q,Q_turbine,Q_ukupno,H_carinski_t0,Kisa_mm,H_carinski_t1
76.6,0.8,84.0,120,204.0,44.47593774217904,32.76549636836156,45.03199972765248
76.6,0.9,95.0,240,335.0,41.524543812501825,21.017583523392336,42.30653081326206
76.7,0.3,29.0,120,149.0,41.57023219403852,49.76879595477721,42.0797240445243
76.7,0.4,41.0,240,281.0,41.26761715013942,47.60207068801199,42.043442099558135
76.7,0.5,52.0,120,172.0,44.1955830135631,90.15056194513032,44.914518594676956
76.7,0.6,63.0,0,63.0,43.34339037694353,3.4739947444781483,43.48853635592145
76.7,0.7,74.0,240,314.0,44.01417796165332,31.987957666776335,44.796296458987094
76.7,0.8,85.0,240,325.0,43.86590254779613,59.66578919970902,44.781649037928304
76.7,0.9,95.0,0,95.0,42.92611645099902,60.480176184396385,43.36595382240327
76.8,0.3,30.0,240,270.0,44.726103781529105,48.01262290142092,45.48065427313479
76.8,0.4,41.0,240,281.0,45.17176034504015,81.56655408146337,46.08344322803267
76.8,0.5,52.0,120,172.0,41.08045542382722,6.272217141445879,41.46387762572633
76.8,0.6,63.0,240,303.0,42.13983264872883,81.54877655801359,43.097277754960885
76.8,0.7,74.0,360,434.0,44.922797274458354,49.47542404357036,46.02486563729931
76.8,0.8,85.0,0,85.0,43.126410949486086,13.376069507700217,43.35699856085022
76.8,0.9,95.0,120,215.0,44.64366170817885,88.57019135404776,45.4458591402617
76.9,0.3,30.0,120,150.0,42.90829462854007,64.92287795409635,43.480486140356454
76.9,0.4,41.0,360,401.0,43.149153337813004,16.354568682413927,44.04998827920933
76.9,0.5,52.0,0,52.0,41.872733805293265,3.364972339902661,41.99452702798621
76.9,0.6,63.0,0,63.0,42.42027060816388,14.110964833264926,42.60796446749694
76.9,0.7,74.0,120,194.0,44.32976466629173,60.87979601803936,44.977450517030555
76.9,0.8,85.0,240,325.0,43.38239711223341,17.929623526004846,44.13119893967077
76.9,0.9,95.0,120,215.0,45.25866475619527,22.57630748750281,45.79688665281195
77.0,0.3,30.0,0,30.0,45.68921725216089,2.513972575631418,45.76177314246341
77.0,0.4,41.0,360,401.0,43.97905530019218,72.29306722386036,45.10364423575429
77.0,0.5,52.0,120,172.0,45.17047010630833,81.03643997594371,45.852949199545435
77.0,0.6,63.0,0,63.0,42.68797482257013,79.68481767721232,43.13796409327898
77.0,0.7,74.0,120,194.0,43.28234168470043,12.756815136428424,43.73753561191281
77.0,0.8,85.0,240,325.0,44.92027721919257,90.33011273887594,45.95868100348141
77.0,0.9,96.0,120,216.0,43.12416596049367,67.227882947408,43.84307749228331
77.1,0.3,30.0,120,150.0,44.23677714337444,89.75286223768644,44.908288592325185
77.1,0.4,41.0,0,41.0,42.019550284953816,44.71605045306636,42.28383115343275
77.1,0.5,52.0,0,52.0,44.29874223233774,43.69548610836978,44.58185751010455
77.1,0.6,63.0,0,63.0,45.738325389747914,78.45365186848953,46.18338999722187
77.1,0.7,74.0,120,194.0,45.77751801902884,9.329785547674351,46.219003827886205
77.1,0.8,85.0,240,325.0,44.98389423481247,52.08740366348857,45.86932718279976
77.1,0.9,96.0,360,456.0,45.10164358491869,83.63842356312257,46.386197279171185
77.2,0.3,31.0,360,391.0,44.06860094832885,83.01925630695713,45.21526130689001
77.2,0.4,42.0,0,42.0,44.21567449591203,95.6132856342369,44.68562763844898
77.2,0.5,53.0,0,53.0,41.73507819775785,69.82725935305464,42.124803901836735
77.2,0.6,64.0,120,184.0,43.441225536317155,20.777062943972837,43.90766712142638
77.2,0.7,75.0,360,435.0,43.479269561375,2.028031489458082,44.39363168733283
77.2,0.8,86.0,0,86.0,46.27173809617257,47.94157986271019,46.64267108229008
77.2,0.9,97.0,240,337.0,43.37097774442809,51.370386562255554,44.27854262401045
77.3,0.3,31.0,240,271.0,44.021384546965166,24.026258449893145,44.68207291409807
77.3,0.4,42.0,0,42.0,43.932882696035065,12.46974471236032,44.070261674884506
77.3,0.5,53.0,0,53.0,44.5021894437438,58.6208166190509,44.84708937688667
77.3,0.6,64.0,360,424.0,45.115280572325425,76.42556740241413,46.30431617526841
77.3,0.7,75.0,360,435.0,42.237730318939796,99.31541035901606,43.541241960375864
77.3,0.8,86.0,120,206.0,43.907984305041396,75.83026172105185,44.64047201859227
77.3,0.9,97.0,360,457.0,45.54254739023817,79.3632414255581,46.812083689273734
77.4,0.3,31.0,240,271.0,43.54713092610631,61.64608782287975,44.35829861073116
77.4,0.4,42.0,240,282.0,42.531516505054654,98.59226589700178,43.51338556864266
77.4,0.5,53.0,0,53.0,44.600899914459646,63.995638511457045,44.96729913517214
77.4,0.6,64.0,360,424.0,45.53072067689518,86.02532863997044,46.75815532478839
77.4,0.7,75.0,120,195.0,41.34727161110065,94.57846462409557,42.131835469597036
77.4,0.8,86.0,240,326.0,45.27234765873975,92.9858500500561,46.32345772560664
77.4,0.9,97.0,240,337.0,45.51906363128974,38.14153437833565,46.37371310213641
77.5,0.3,32.0,120,152.0,43.538376101737335,7.866205831425866,43.88650759172971
77.5,0.4,43.0,120,163.0,46.40818111250157,17.187370253924684,46.816513926850604
77.5,0.5,54.0,240,294.0,45.3268958738902,5.922330539660747,45.963085196048844
77.5,0.6,65.0,240,305.0,45.25514410692616,10.539693482914004,45.93271954752448
77.5,0.7,76.0,120,196.0,45.11311215926639,18.465124589369765,45.5953059909572
77.5,0.8,87.0,240,327.0,41.828344567700505,34.10943165874018,42.64603229433546
77.5,0.9,98.0,0,98.0,42.19476987549156,54.35396465750758,42.61635240078826
77.6,0.3,32.0,0,32.0,43.55194572305434,71.1682059355086,43.90328521346304
77.6,0.4,43.0,120,163.0,42.45202392477706,21.092733610651194,42.87597819255299
77.6,0.5,54.0,360,414.0,43.28382534783722,67.25224042381393,44.415334309532476
77.6,0.6,65.0,120,185.0,45.88655260457607,70.42590745024197,46.5536729010437
77.6,0.7,76.0,120,196.0,45.53379790533598,55.86223368661894,46.16558017341579
77.6,0.8,87.0,360,447.0,44.4652193316399,90.36178697987106,45.757916479559384
77.6,0.9,98.0,360,458.0,45.71966216838107,11.099481392181065,46.71822676061646
77.7,0.3,33.0,360,393.0,45.31074813959487,17.71214576024195,46.20034672263584
77.7,0.4,44.0,0,44.0,43.3594171251249,42.86648243894848,43.622549721547365
77.7,0.5,55.0,240,295.0,42.1058583362747,12.671273523423887,42.77112676370173
77.7,0.6,66.0,0,66.0,43.82810572005137,56.629614372408746,44.192124177541004
77.7,0.7,77.0,240,317.0,45.04925885390703,39.84004666094244,45.86903570721746
77.7,0.8,88.0,0,88.0,43.400307793012765,28.459579453591843,43.697479444160464
77.7,0.9,99.0,240,339.0,44.667245503811436,16.998981301763727,45.44149142901849
77.8,0.3,33.0,0,33.0,41.51880084460074,33.53382383482103,41.721686139940026
77.8,0.4,44.0,360,404.0,45.11402605004272,60.7959350832342,46.198876457042324
77.8,0.5,55.0,120,175.0,45.469924909411844,57.57852108894116,46.06482232710094
77.8,0.6,66.0,0,66.0,44.887608206792976,16.362400021023383,45.09055780687707
77.8,0.7,77.0,240,317.0,46.31994973139501,12.491981074063341,47.03033432235794
77.8,0.8,88.0,360,448.0,45.546586316033526,2.667676260887253,46.49059035441041
77.8,0.9,99.0,0,99.0,45.96701550332096,1.2425593793932266,46.17823574083853
77.9,0.3,34.0,0,34.0,46.13464095901706,87.98104357196851,46.55739846663827
77.9,0.4,45.0,360,405.0,45.40741395530595,4.508885600538992,46.2691994977081
77.9,0.5,56.0,0,56.0,44.70842363103574,73.12211098732463,45.117578741651705
77.9,0.6,67.0,120,187.0,41.03145219748434,87.1985096244957,41.76982956931566
77.9,0.7,78.0,0,78.0,43.56204164272719,9.805784856245758,43.76376478215217
77.9,0.8,89.0,120,209.0,44.141392642422986,43.63014238330176,44.75132987862286
77.9,0.9,100.0,120,220.0,42.672166498463994,96.23029831742767,43.51542102506704
72.0,0.0,0.0,360,360.0,42.749574457969096,83.41386605235851,43.83322992217853
72.0,0.01,1.0,0,1.0,46.28637678640591,48.97040318578551,46.484341732482385
72.0,0.02,2.0,360,362.0,45.9044097586151,76.25711127915528,46.96360487039839
72.0,0.03,3.0,0,3.0,45.67048453025937,83.33776244316638,46.01008558003204
72.0,0.04,4.0,0,4.0,43.23306490938361,34.80269631887193,43.38060902799243
72.0,0.05,5.0,240,245.0,41.07534202724903,89.2152916869961,41.942619860663676
72.0,0.06,6.0,0,6.0,41.441222355506426,47.04733196771568,41.641911683377295
72.0,0.07,7.0,360,367.0,42.71708002519682,52.78073635588299,43.69278630395369
72.0,0.08,8.0,120,128.0,41.08658602147622,99.9707637821831,41.75313574327162
72.0,0.09,9.0,0,9.0,41.09432380053359,84.33029661521613,41.450394986994446
72.0,5.0,318.0,240,558.0,46.04131815903326,36.177000577298,47.348526161342456
72.0,5.1,323.0,360,683.0,44.883871761654795,1.0345596472699947,46.31092666691054
72.0,5.2,327.0,0,327.0,42.69925794537484,62.61740737938947,43.6309775748924
72.0,5.3,332.0,360,692.0,41.729545176805246,70.39134261281077,43.452777213923156
72.0,5.4,336.0,240,576.0,43.81399644842293,65.08026901433797,45.27431752448028
72.0,5.5,341.0,240,581.0,41.02940388469901,96.78623511632131,42.62696549183096
72.0,5.6,346.0,360,706.0,46.16127559121979,86.29710273321443,47.97729733548598
72.0,5.7,350.0,0,350.0,43.28148315663921,44.88316931806485,44.19018250057813
72.0,5.8,355.0,120,475.0,43.21284225380533,6.285748747238095,44.22756858212762
72.0,5.9,359.0,240,599.0,43.1482648416998,47.605876950199686,44.58660501616727
72.1,5.0,321.0,0,321.0,41.381305817132706,68.9244019962023,42.32575342511752
72.1,5.1,326.0,0,326.0,44.51077231885505,60.77098082270046,45.43302290881252
72.1,5.2,330.0,120,450.0,45.031519907955946,53.81370677108849,46.1842747350403
72.1,5.3,335.0,240,575.0,44.718689686735594,46.88189580152413,46.104133936608356
72.1,5.4,340.0,240,580.0,41.761395213311665,29.376187302738632,43.08723329585595
72.1,5.5,345.0,0,345.0,44.18362092419576,27.734676172462926,45.01330962888561
72.1,5.6,349.0,0,349.0,44.132164662947396,50.02314789258019,45.05934058785105
72.1,5.7,354.0,120,474.0,45.7762593336776,16.0603146429649,46.82800059224946
72.1,5.8,359.0,120,479.0,43.08520212106606,34.068542357480155,44.21939295716265
72.1,5.9,363.0,240,603.0,43.04317269012689,32.39792747100996,44.42901440001093
72.2,5.0,324.0,360,684.0,44.401898822950024,58.71328015842009,46.0617519435837
72.2,5.1,329.0,240,569.0,44.481899594247324,6.668230036302458,45.6939891810592
72.2,5.2,333.0,0,333.0,43.58106875029185,82.96686802650952,44.60668622239789
72.2,5.3,338.0,240,578.0,43.43682649281732,56.237838038440216,44.86594451163774
72.2,5.4,343.0,360,703.0,43.717812188508354,67.08266807759354,45.45072619415206
72.2,5.5,348.0,120,468.0,45.735749147268216,70.30939037594328,46.99198670877199
72.2,5.6,352.0,360,712.0,43.53641795689651,29.148413684253647,45.13634494496686
72.2,5.7,357.0,360,717.0,46.16962485583402,47.03715673848665,47.85152348278797
72.2,5.8,362.0,360,722.0,43.772020699779794,95.62459558696672,45.65868574879433
72.2,5.9,366.0,120,486.0,46.2206038124949,76.67052379968149,47.53978590769363
72.3,5.0,327.0,360,687.0,45.58057546027992,96.95568752231853,47.399648210369186
72.3,5.1,332.0,360,692.0,42.99337227438706,74.62543451462884,44.733540679112245
72.3,5.2,337.0,360,697.0,45.75002781713139,17.56001397085174,47.272351206348134
72.3,5.3,341.0,0,341.0,41.605348063106135,6.453588384467624,42.34157908331067
72.3,5.4,346.0,360,706.0,46.08775946438658,57.76614367196636,47.789657372407774
72.3,5.5,351.0,120,471.0,44.474039332955904,35.78132797026095,45.59841464483695
72.3,5.6,356.0,360,716.0,41.29914911687271,27.545791013817023,42.900998947594644
72.3,5.7,361.0,360,721.0,44.54341198007946,80.72109964254174,46.36837971198296
72.3,5.8,365.0,120,485.0,46.35836209779616,36.69932670819473,47.515576071295605
72.3,5.9,370.0,360,730.0,41.38390360038046,31.70009697343039,43.031537321607516
72.4,5.0,330.0,120,450.0,44.05078240379048,84.99875931690104,45.328277441058084
72.4,5.1,335.0,360,695.0,45.11286892367655,84.62873364864602,46.8993005249378
72.4,5.2,340.0,120,460.0,45.45642222684742,35.63666377550566,46.55730221528278
72.4,5.3,345.0,360,705.0,43.276051059264375,83.24987009859662,45.07780053965876
72.4,5.4,350.0,360,710.0,42.12291607542534,85.07784903326605,43.94239413822507
72.4,5.5,355.0,0,355.0,41.23288253324811,42.39305350296662,42.14203808059331
72.4,5.6,359.0,0,359.0,44.18849386403473,6.6473130209171565,44.96299978278507
72.4,5.7,364.0,360,724.0,43.49101088647186,0.15846444663401016,44.999978077591734
72.4,5.8,369.0,360,729.0,46.21809417332341,52.3292462888995,47.946161158479
72.4,5.9,374.0,240,614.0,41.333326992432006,34.40754933703557,42.75012385644682
72.5,5.0,333.0,120,453.0,44.76967438895303,99.7131894158366,46.11227714661638
72.5,5.1,338.0,240,578.0,41.13731422166031,77.24109996272843,42.65044528817789
72.5,5.2,343.0,0,343.0,41.942887971907986,76.12754563504124,42.96198148778148
72.5,5.3,348.0,0,348.0,43.494684499575584,95.52427682873437,44.601781606890526
72.5,5.4,353.0,0,353.0,43.50179843541577,88.77243978933208,44.59230486123977
72.5,5.5,358.0,0,358.0,44.77135298613504,31.81874794563887,45.64446131125093
72.5,5.6,362.0,360,722.0,46.006171691772664,16.598722160387634,47.57673324708089
72.5,5.7,367.0,0,367.0,44.51467687403206,74.58922650654823,45.57761711339159
72.5,5.8,372.0,360,732.0,46.2444430381833,37.8273893682873,47.920752595656445
72.5,5.9,377.0,360,737.0,45.84888601932899,47.31726516309565,47.57357174664804
72.6,5.0,336.0,0,336.0,44.214748875419346,63.03977312748269,45.166907967929276
72.6,5.1,341.0,0,341.0,45.58585573005355,90.78726769352407,46.65942146749432
72.6,5.2,346.0,120,466.0,44.534176856779986,41.908775367096595,45.6726452915817
72.6,5.3,351.0,240,591.0,41.4320680700805,78.33168902193613,42.97664482616825
72.6,5.4,356.0,0,356.0,45.073105977927305,26.833979127465746,45.92210856110383
72.6,5.5,361.0,120,481.0,41.521996426970404,69.79717909236136,42.80326847667318
72.6,5.6,366.0,120,486.0,44.267455293133416,0.1579421077911869,45.28058706156458
72.6,5.7,371.0,240,611.0,44.86452113222026,87.15072134906347,46.48604068428318
72.6,5.8,376.0,360,736.0,41.365901845159705,3.03795799544625,42.91138701047482
72.6,5.9,381.0,0,381.0,42.26937059659593,71.27537547625842,43.34822209850096
72.7,5.0,339.0,240,579.0,46.03619727743907,4.625818926128389,47.26095055314358
72.7,5.1,344.0,0,344.0,44.38972970728093,26.624569939400345,45.2128946537052
72.7,5.2,349.0,120,469.0,42.35457310345792,49.72024035565531,43.53053739821388
72.7,5.3,354.0,120,474.0,44.79873874131404,41.99386853482382,45.954214215453334
72.7,5.4,359.0,360,719.0,44.28227030978929,19.18361146010106,45.85692142229636
72.7,5.5,364.0,120,484.0,43.75866634954872,33.38149117092374,44.90052564756574
72.7,5.6,369.0,120,489.0,46.36902836243446,72.7706370060967,47.678860910458845
72.7,5.7,374.0,240,614.0,44.7589957757413,66.92570925796483,46.30586527943983
72.7,5.8,379.0,0,379.0,43.06492610317352,7.18145837639157,43.88323527001242
72.7,5.9,384.0,0,384.0,45.40040387642277,74.73158255728863,46.499330206651926
72.8,5.0,342.0,240,582.0,45.865208111066536,5.304588119702835,47.09892646354535
72.8,5.1,347.0,360,707.0,41.68871307734257,54.29263890997844,43.37880029964915
72.8,5.2,352.0,0,352.0,42.103041378148966,26.006274804219064,42.940399810699176
72.8,5.3,357.0,120,477.0,42.18924855020279,58.76901275598188,43.418074601226714
72.8,5.4,362.0,0,362.0,44.80166495162597,26.132839594090186,45.660362976669006
72.8,5.5,368.0,120,488.0,44.31671755279306,98.4957969625831,45.727367407310055
72.8,5.6,373.0,360,733.0,44.404453605842235,30.972818372753185,46.05542821266658
72.8,5.7,378.0,240,618.0,46.17425314829225,24.1960635674496,47.55853740256205
72.8,5.8,383.0,0,383.0,45.26751343044018,27.8465290915346,46.17681621347299
72.8,5.9,388.0,240,628.0,41.70365308481481,89.64728572592954,43.37057556105186
72.9,5.0,345.0,0,345.0,42.9112889533385,63.62188286693448,43.88452648480624
72.9,5.1,350.0,120,470.0,43.39466505396655,73.06840974207765,44.666105359601524
72.9,5.2,355.0,240,595.0,43.17778873811183,91.80105100943504,44.784576275482905
72.9,5.3,360.0,0,360.0,44.681197350390335,91.18724848450074,45.795946344328335
72.9,5.4,365.0,120,485.0,45.905412067911094,73.89458465787276,47.21140707320925
72.9,5.5,371.0,240,611.0,42.68328304937533,19.78244288413229,44.03532948757853
72.9,5.6,376.0,240,616.0,44.03532425031652,84.33733206750055,45.65600691191985
72.9,5.7,381.0,0,381.0,45.34175182052472,20.37760341910637,46.21701223420115
72.9,5.8,386.0,0,386.0,43.28919932364942,74.28988140984319,44.39052551595546
72.9,5.9,391.0,0,391.0,41.92464970619613,68.56030665448743,43.01347426614741
73.0,5.0,348.0,120,468.0,43.612230308950615,75.88888501404466,44.8907858490068
73.0,5.1,353.0,0,353.0,41.303723864086656,53.26856807138157,42.25221480303885
73.0,5.2,358.0,240,598.0,46.183108997012525,63.872618224921965,47.68443280324554
73.0,5.3,364.0,240,604.0,41.41151662857235,95.33200804342553,43.05117799407939
73.0,5.4,369.0,0,369.0,43.41151193387818,10.10885941742149,44.220697371547864
73.0,5.5,374.0,0,374.0,43.91434693598689,30.884727478162,44.81705251256621
73.0,5.6,379.0,360,739.0,46.41917107758007,61.13570130983824,48.203297216152755
73.0,5.7,384.0,240,624.0,41.913120030035735,96.40541301314893,43.59874168208833
73.0,5.8,390.0,120,510.0,41.62937335236797,9.557444766260115,42.73010313143301
73.0,5.9,395.0,360,755.0,41.04788380884399,2.2549221530086427,42.62982016412269
73.1,5.0,351.0,0,351.0,41.85564290278116,5.574959847032801,42.6091927421693
73.1,5.1,356.0,0,356.0,42.14000138487217,5.240568646119881,42.902630326123315
73.1,5.2,361.0,240,601.0,44.468195178707006,90.78158577774043,46.0834048551513
73.1,5.3,367.0,0,367.0,42.2083873471527,72.12579079338248,43.261473843659566
73.1,5.4,372.0,120,492.0,41.112864481011286,67.71063661962783,42.4087070274898
73.1,5.5,377.0,240,617.0,45.54640090026369,52.25728202618095,47.040846695035086
73.1,5.6,382.0,0,382.0,43.01077635552182,78.19526169721519,44.11939073564402
73.1,5.7,387.0,240,627.0,42.94533177619404,15.56479927615908,44.313840973298674
73.1,5.8,393.0,0,393.0,42.6636346604236,39.19411897884374,43.63916113633897
73.1,5.9,398.0,0,398.0,46.364553024305316,49.000425076434354,47.38972139127772
73.2,5.0,354.0,0,354.0,41.93563479520105,11.040949767672625,42.71729859427173
73.2,5.1,359.0,120,479.0,45.94030935174279,41.9513709337517,47.10603150214447
73.2,5.2,364.0,120,484.0,45.27241832676938,31.650177926262035,46.40735237180776
73.2,5.3,370.0,240,610.0,41.42063975524622,3.558214579346264,42.70570594689694
73.2,5.4,375.0,0,375.0,46.427010058254666,13.673540272923523,47.26295421934636
73.2,5.5,380.0,0,380.0,42.492512799464556,76.40368231674718,43.58979419539821
73.2,5.6,385.0,120,505.0,41.54220609862327,1.8037909504644456,42.60150459575846
73.2,5.7,390.0,0,390.0,45.56122828769168,93.42532990963612,46.74742960733022
73.2,5.8,396.0,120,516.0,44.88671543522735,8.642463244723741,45.99628528820625
73.2,5.9,401.0,0,401.0,44.394703432328456,79.92380942034582,45.5498153366765
73.3,5.0,357.0,240,597.0,41.85789475034413,89.86165409434707,43.46109136672152
73.3,5.1,362.0,0,362.0,43.63172863940779,94.1135584850447,44.76234954001464
73.3,5.2,368.0,0,368.0,45.29305814787968,86.74770234959726,46.406715623944734
73.3,5.3,373.0,360,733.0,42.66993165979112,28.75500394254432,44.312035008894625
73.3,5.4,378.0,120,498.0,42.71429405683273,33.308713133847704,43.88502890936812
73.3,5.5,384.0,0,384.0,41.01727498326467,42.654569861007595,41.987893262708695
73.3,5.6,389.0,0,389.0,41.958338709049585,13.929668940710084,42.82447405147909
73.3,5.7,394.0,360,754.0,45.81473093817009,2.227245506722386,47.39447325353031
73.3,5.8,399.0,360,759.0,43.429605704007386,86.91216142810346,45.358504349719794
73.3,5.9,405.0,120,525.0,46.413289745789385,55.41287162104563,47.72869123227357
73.4,5.0,359.0,360,719.0,43.176393799655855,60.87229421782163,44.91779964319381
73.4,5.1,364.0,240,604.0,44.93352550129133,92.69884748177954,46.56265422455178
73.4,5.2,370.0,360,730.0,42.55055473597601,66.51201781136157,44.337436140554786
73.4,5.3,375.0,240,615.0,43.000953026275134,69.08535043398135,44.55854442801106
73.4,5.4,381.0,120,501.0,42.04899293174992,78.69686484367422,43.407530391124624
73.4,5.5,386.0,120,506.0,42.90884302674667,11.634844985740378,44.009549073356304
73.4,5.6,391.0,120,511.0,44.00980636231354,36.01621532137915,45.218454556932386
73.4,5.7,397.0,120,517.0,46.454750845385874,96.82079277033662,47.91911734980056
73.4,5.8,402.0,120,522.0,44.65310942189482,92.29300781006066,46.10978145313506
73.4,5.9,408.0,240,648.0,42.09585274924573,88.40752963101848,43.799482867769804
73.5,5.0,362.0,240,602.0,41.24728792875353,45.20885103389725,42.682289999555785
73.5,5.1,367.0,120,487.0,41.694960647229806,85.71929535868057,43.05242116199786
73.5,5.2,373.0,360,733.0,44.09405360700176,4.83958819457656,45.640495293113396
73.5,5.3,378.0,0,378.0,45.20838180849221,14.851742425711745,46.05528877819506
73.5,5.4,384.0,120,504.0,46.17230564015411,41.39676984840541,47.38789271954773
73.5,5.5,389.0,360,749.0,41.087027445982514,48.33920666821264,42.84080093932203
73.5,5.6,394.0,0,394.0,43.875180778590284,26.350715352085686,44.80141697333196
73.5,5.7,400.0,120,520.0,43.58977045922747,35.647667084778746,44.81569446089993
73.5,5.8,405.0,120,525.0,44.60830262086637,16.277610102536876,45.76716306127651
73.5,5.9,411.0,240,651.0,44.07768369955938,48.913403171590716,45.62958731224575
73.6,5.0,365.0,0,365.0,44.778715328203646,79.38432928678613,45.85666931201745
73.6,5.1,371.0,0,371.0,44.619454216120545,66.13603936613057,45.65691504025173
73.6,5.2,376.0,360,736.0,41.6435644867187,10.779224736554127,43.22001471899825
73.6,5.3,382.0,240,622.0,45.39844852490296,48.758160339671605,46.88931449959498
73.6,5.4,387.0,240,627.0,41.677779166439784,69.7646382779725,43.26308771955167
73.6,5.5,393.0,240,633.0,44.841918438650254,52.98952965539412,46.37262655727183
73.6,5.6,398.0,240,638.0,43.28879952202334,39.167559653554896,44.77463642730422
73.6,5.7,404.0,0,404.0,43.82617904017129,62.19144212838782,44.91661147535151
73.6,5.8,409.0,0,409.0,45.96813907906641,96.86386653002755,47.20767787851985
73.6,5.9,415.0,120,535.0,45.894360495604175,9.4907909766078,47.046906992843944
73.7,5.0,368.0,120,488.0,45.498209681102665,39.00160607475607,46.67088277206835
73.7,5.1,374.0,240,614.0,43.80581609250978,40.66058530460956,45.247625100394885
73.7,5.2,379.0,240,619.0,45.049318955736084,57.6967310468371,46.569689213256765
73.7,5.3,385.0,240,625.0,43.82093380535345,15.21746018819179,45.18388697943955
73.7,5.4,390.0,120,510.0,45.782833453611275,17.664302987046952,46.91599066555946
73.7,5.5,396.0,360,756.0,43.21526708278095,28.536138599785467,44.90441163718009
73.7,5.6,401.0,360,761.0,46.33629439428182,95.58700432685195,48.3040590782559
73.7,5.7,407.0,120,527.0,46.12777517025883,73.41085812309026,47.51933526941786
73.7,5.8,412.0,120,532.0,45.07881440698482,66.16933016915031,46.45182506099476
73.7,5.9,418.0,120,538.0,42.5367873629684,81.69576873942623,43.98440377125943
73.8,5.0,370.0,120,490.0,41.72409473836292,12.757646891669294,42.795958659262936
73.8,5.1,376.0,120,496.0,45.700868975512584,85.93328197237517,47.077935436735416
73.8,5.2,381.0,120,501.0,41.909162573758785,59.4832713887504,43.19084565931379
73.8,5.3,387.0,240,627.0,45.698434339485345,33.53290074589354,47.138815942468916
73.8,5.4,392.0,240,632.0,43.69920753691798,81.58552557456903,45.34221630588293
73.8,5.5,398.0,240,638.0,43.236062310944575,80.25645343486241,44.88625479135069
73.8,5.6,404.0,240,644.0,45.96754928358936,84.57085817167271,47.647499382942726
73.8,5.7,409.0,120,529.0,44.32118040397153,11.551790010698216,45.469470897347655
73.8,5.8,415.0,360,775.0,44.171377039213446,96.9361244995776,46.173704870545095
73.8,5.9,420.0,0,420.0,44.07321269543419,95.96261537897311,45.33206315695008
73.9,5.0,373.0,120,493.0,43.04143233810742,35.746964550174155,44.21150352964145
73.9,5.1,379.0,0,379.0,45.3210370694102,6.589401821191965,46.1369780100283
73.9,5.2,384.0,360,744.0,42.39039144208675,16.70556694687857,44.007213709874264
73.9,5.3,390.0,240,630.0,46.16392228022701,99.2830825444697,47.87355461040489
73.9,5.4,395.0,360,755.0,45.916918627758285,56.30129431716631,47.71504047169361
73.9,5.5,401.0,120,521.0,42.85614179121194,35.6621798826052,44.08420717740903
73.9,5.6,407.0,240,647.0,45.01205073407415,28.820269385003883,46.47524847828084
73.9,5.7,412.0,120,532.0,44.15272756947275,25.699173531094754,45.363857596930465
73.9,5.8,418.0,240,658.0,42.85707116099579,66.4152765054482,44.49356560035091
73.9,5.9,423.0,0,423.0,46.43686906397495,41.93878315196859,47.48587419658283
72.0,6.0,364.0,0,364.0,41.13880540216545,96.54106993686116,42.28330301524623
72.0,6.1,368.0,0,368.0,42.38955316841707,68.38430306453614,43.42975704734189
72.0,6.2,371.0,360,731.0,43.86040733611133,79.20445910489612,45.70014183919758
72.0,6.3,375.0,120,495.0,43.8707415191321,29.274154858315992,45.019088138565365
72.0,6.4,378.0,360,738.0,44.239131912200605,7.918640910862584,45.808306475844056
72.0,6.5,382.0,0,382.0,45.134218946126055,48.782283738188106,46.12518141441214
72.0,6.6,385.0,120,505.0,44.42912806785613,31.458154654622728,45.60704401980795
72.0,6.7,389.0,0,389.0,44.3015480329042,20.208316500792368,45.19279796557404
72.0,6.8,392.0,360,752.0,41.294329546021736,95.26421308008614,43.24205306500875
72.0,6.9,396.0,360,756.0,43.07091658284114,44.39882143420303,44.82351186857796
72.1,6.0,368.0,360,728.0,42.27630656835636,17.470859204878565,43.86285667184254
72.1,6.1,372.0,0,372.0,42.459535613810864,19.865065268113913,43.31399587488332
72.1,6.2,376.0,120,496.0,44.048856108871895,28.0709742464594,45.19447333919106
72.1,6.3,379.0,120,499.0,42.09727923211285,99.93162681897128,43.536589072722066
72.1,6.4,383.0,0,383.0,42.616720055592936,26.80115005195973,43.52184132246744
72.1,6.5,387.0,120,507.0,42.30396589684537,32.88018045784536,43.49173661867675
72.1,6.6,391.0,0,391.0,46.216766187700074,65.93281279840014,47.295080772227
72.1,6.7,395.0,120,515.0,46.195661526941024,29.396137641029828,47.386162744171806
72.1,6.8,398.0,240,638.0,44.35467857227828,21.580425105969336,45.77016693936883
72.1,6.9,402.0,240,642.0,46.08487357802545,15.863718664959869,47.48582845268529
72.2,6.0,371.0,360,731.0,45.321969550076055,31.26826650277922,46.96995928275384
72.2,6.1,375.0,240,615.0,44.24471335540995,10.591568962877352,45.568329631261456
72.2,6.2,379.0,240,619.0,41.03539366323238,1.8646586414782895,42.332435631131624
72.2,6.3,383.0,240,623.0,45.248839573436726,80.46416973346773,46.86861291903726
72.2,6.4,387.0,0,387.0,44.863685878736575,13.789494241457657,45.725093855702404
72.2,6.5,392.0,240,632.0,44.383895093053276,77.59768498152422,46.010952499646045
72.2,6.6,396.0,240,636.0,45.182333714253595,79.75424789866598,46.82635070584826
72.2,6.7,400.0,360,760.0,43.82107190626121,53.791952632924314,45.61957305012624
